repeat_index,dataset_rows,workers,queue_size,workload,total_requests,success_requests,rejected_requests,error_requests,total_ms,avg_ms,p95_ms,max_ms
4,1000000,2,32,mixed,512,512,0,0,97.906,2.293,3.637,4.974
5,1000000,2,32,mixed,512,497,0,15,94.799,3.021,8.163,12.074
6,1000000,2,32,mixed,512,512,0,0,108.460,2.523,5.986,12.955
7,1000000,2,32,mixed,512,512,0,0,95.139,2.255,3.396,4.463
8,1000000,2,32,mixed,512,512,0,0,99.202,2.310,3.725,6.605
9,1000000,2,32,mixed,512,512,0,0,106.991,2.291,3.709,7.115
10,1000000,2,32,mixed,512,512,0,0,103.648,2.362,4.625,10.140
1,1000000,2,64,mixed,512,512,0,0,95.833,2.285,3.309,4.094
2,1000000,2,64,mixed,512,512,0,0,97.048,2.214,3.287,3.894
3,1000000,2,64,mixed,512,512,0,0,108.275,2.274,4.168,8.552
4,1000000,2,64,mixed,512,512,0,0,109.057,2.578,4.775,7.922
5,1000000,2,64,mixed,512,512,0,0,107.875,2.353,4.160,8.961
6,1000000,2,64,mixed,512,512,0,0,85.993,2.127,3.332,5.443
7,1000000,2,64,mixed,512,512,0,0,83.518,2.050,2.980,3.786
8,1000000,2,64,mixed,512,512,0,0,92.780,2.173,3.287,4.357
9,1000000,2,64,mixed,512,512,0,0,83.934,2.142,3.123,4.652
10,1000000,2,64,mixed,512,512,0,0,90.930,2.228,3.388,5.182
1,1000000,2,128,mixed,512,512,0,0,92.685,2.251,3.280,4.217
2,1000000,2,128,mixed,512,512,0,0,96.919,2.272,3.354,5.250
3,1000000,2,128,mixed,512,512,0,0,88.530,2.053,3.022,3.787
4,1000000,2,128,mixed,512,512,0,0,112.543,2.442,4.522,7.337
5,1000000,2,128,mixed,512,512,0,0,109.876,2.624,4.649,10.237
6,1000000,2,128,mixed,512,512,0,0,93.768,2.202,3.334,4.224
7,1000000,2,128,mixed,512,512,0,0,111.975,2.314,3.840,5.745
8,1000000,2,128,mixed,512,512,0,0,111.102,2.512,3.941,15.989
9,1000000,2,128,mixed,512,512,0,0,86.841,2.033,3.173,4.066
10,1000000,2,128,mixed,512,512,0,0,83.962,2.028,3.090,4.990
1,1000000,2,256,mixed,512,512,0,0,105.020,2.329,3.792,6.462
2,1000000,2,256,mixed,512,512,0,0,94.457,2.168,3.302,4.481
3,1000000,2,256,mixed,512,512,0,0,95.926,2.207,3.745,6.954
4,1000000,2,256,mixed,512,512,0,0,129.058,3.434,9.763,21.116
5,1000000,2,256,mixed,512,512,0,0,108.191,2.722,5.688,10.247
6,1000000,2,256,mixed,512,512,0,0,108.073,2.329,3.712,10.049
7,1000000,2,256,mixed,512,512,0,0,94.947,2.321,3.399,4.314
8,1000000,2,256,mixed,512,512,0,0,115.916,2.449,3.922,6.702
9,1000000,2,256,mixed,512,512,0,0,114.359,2.782,4.514,13.982
10,1000000,2,256,mixed,512,512,0,0,101.459,2.327,3.729,10.073
1,1000000,2,512,mixed,512,512,0,0,98.912,2.479,3.827,6.529
2,1000000,2,512,mixed,512,512,0,0,106.817,2.334,3.795,5.994
3,1000000,2,512,mixed,512,512,0,0,87.673,2.003,3.148,4.904
4,1000000,2,512,mixed,512,512,0,0,105.777,2.482,4.229,7.000
5,1000000,2,512,mixed,512,512,0,0,104.969,2.508,4.753,14.510
6,1000000,2,512,mixed,512,512,0,0,92.490,2.304,3.458,4.695
7,1000000,2,512,mixed,512,512,0,0,106.243,2.468,4.413,7.293
8,1000000,2,512,mixed,512,512,0,0,109.997,2.673,6.418,12.717
9,1000000,2,512,mixed,512,512,0,0,109.760,2.478,5.271,11.528
10,1000000,2,512,mixed,512,512,0,0,98.154,2.495,6.216,10.715
1,1000000,1,32,mixed,1024,984,1,39,201.218,3.173,8.147,14.510
2,1000000,1,32,mixed,1024,1024,0,0,197.818,2.757,5.995,10.696
3,1000000,1,32,mixed,1024,1024,0,0,194.105,2.496,4.116,6.531
4,1000000,1,32,mixed,1024,1008,0,16,197.095,2.856,6.052,13.988
5,1000000,1,32,mixed,1024,1024,0,0,214.774,2.564,4.257,12.776
6,1000000,1,32,mixed,1024,1018,0,6,198.309,2.850,6.043,10.780
7,1000000,1,32,mixed,1024,1024,0,0,199.392,2.434,3.694,9.948
8,1000000,1,32,mixed,1024,1024,0,0,218.396,2.774,5.562,14.492
9,1000000,1,32,mixed,1024,1024,0,0,187.967,2.441,3.542,6.198
10,1000000,1,32,mixed,1024,1024,0,0,204.503,2.443,3.800,6.109
1,1000000,1,64,mixed,1024,1024,0,0,209.638,2.435,4.026,12.918
2,1000000,1,64,mixed,1024,1024,0,0,231.381,2.984,5.893,11.165
3,1000000,1,64,mixed,1024,1024,0,0,203.764,2.624,4.358,8.997
4,1000000,1,64,mixed,1024,1024,0,0,170.772,2.250,3.403,7.464
5,1000000,1,64,mixed,1024,1024,0,0,173.024,2.186,3.149,4.758
6,1000000,1,64,mixed,1024,1006,0,18,172.023,3.679,11.656,20.005
7,1000000,1,64,mixed,1024,1024,0,0,200.973,2.831,6.662,16.990
8,1000000,1,64,mixed,1024,1024,0,0,200.585,2.616,4.636,13.477
9,1000000,1,64,mixed,1024,1009,0,15,198.646,3.404,11.273,15.433
10,1000000,1,64,mixed,1024,1024,0,0,210.915,2.468,3.782,12.491
1,1000000,1,128,mixed,1024,1022,0,2,182.627,5.189,19.212,26.815
2,1000000,1,128,mixed,1024,1024,0,0,198.535,2.553,3.928,9.313
3,1000000,1,128,mixed,1024,1024,0,0,201.464,2.623,4.002,7.684
4,1000000,1,128,mixed,1024,1024,0,0,206.308,4.060,12.047,19.428
5,1000000,1,128,mixed,1024,1024,0,0,219.844,2.600,4.299,18.197
6,1000000,1,128,mixed,1024,1024,0,0,197.031,2.579,4.097,7.721
7,1000000,1,128,mixed,1024,1024,0,0,198.646,2.555,3.922,9.427
8,1000000,1,128,mixed,1024,1024,0,0,196.706,2.453,3.627,5.387
9,1000000,1,128,mixed,1024,1024,0,0,186.639,2.445,3.899,6.021
10,1000000,1,128,mixed,1024,1024,0,0,198.080,2.508,4.037,8.520
1,1000000,1,256,mixed,1024,1024,0,0,205.920,5.041,23.316,41.006
2,1000000,1,256,mixed,1024,1024,0,0,200.359,2.486,4.141,12.025
3,1000000,1,256,mixed,1024,1024,0,0,211.135,3.126,8.407,13.374
4,1000000,1,256,mixed,1024,1024,0,0,199.525,2.519,3.843,9.354
5,1000000,1,256,mixed,1024,1024,0,0,217.850,7.033,26.268,32.487
6,1000000,1,256,mixed,1024,1024,0,0,203.776,2.605,4.148,11.340
7,1000000,1,256,mixed,1024,1024,0,0,211.501,5.063,19.130,24.784
8,1000000,1,256,mixed,1024,1024,0,0,197.952,2.444,3.929,9.127
9,1000000,1,256,mixed,1024,1024,0,0,228.167,2.920,5.882,12.907
10,1000000,1,256,mixed,1024,1024,0,0,205.918,2.749,4.499,7.410
1,1000000,1,512,mixed,1024,1024,0,0,196.768,2.686,4.859,9.046
2,1000000,1,512,mixed,1024,1024,0,0,197.706,2.429,3.921,8.820
3,1000000,1,512,mixed,1024,1024,0,0,169.841,2.142,3.172,4.896
4,1000000,1,512,mixed,1024,1024,0,0,206.677,2.576,3.984,9.178
5,1000000,1,512,mixed,1024,1024,0,0,217.051,2.766,5.456,11.907
6,1000000,1,512,mixed,1024,1024,0,0,204.971,2.652,3.936,7.117
7,1000000,1,512,mixed,1024,1024,0,0,198.865,2.398,3.697,6.581
8,1000000,1,512,mixed,1024,1024,0,0,227.647,2.736,4.498,15.530
9,1000000,1,512,mixed,1024,1024,0,0,207.104,2.740,4.410,8.309
10,1000000,1,512,mixed,1024,1024,0,0,207.149,2.760,4.469,9.865
1,1000000,2,32,mixed,1024,1024,0,0,203.355,2.273,3.821,5.751
2,1000000,2,32,mixed,1024,1024,0,0,206.685,2.225,3.494,5.696
3,1000000,2,32,mixed,1024,1024,0,0,187.478,2.203,3.589,6.520
4,1000000,2,32,mixed,1024,1024,0,0,207.914,2.335,4.227,10.263
5,1000000,2,32,mixed,1024,1024,0,0,223.685,2.451,4.203,11.737
6,1000000,2,32,mixed,1024,1024,0,0,205.276,2.275,3.590,12.302
7,1000000,2,32,mixed,1024,1024,0,0,199.629,2.289,3.604,7.345
8,1000000,2,32,mixed,1024,1024,0,0,263.765,3.255,6.269,13.348
9,1000000,2,32,mixed,1024,1024,0,0,202.009,2.408,4.948,8.559
10,1000000,2,32,mixed,1024,1024,0,0,205.939,2.438,3.917,10.444
1,1000000,2,64,mixed,1024,1024,0,0,215.144,2.425,4.002,9.528
2,1000000,2,64,mixed,1024,1024,0,0,209.476,2.362,3.983,7.948
3,1000000,2,64,mixed,1024,928,2,94,216.204,6.750,25.432,37.191
4,1000000,2,64,mixed,1024,1024,0,0,197.785,2.333,3.488,4.730
5,1000000,2,64,mixed,1024,1024,0,0,224.142,3.468,6.796,25.325
6,1000000,2,64,mixed,1024,1024,0,0,192.558,2.257,3.527,6.009
7,1000000,2,64,mixed,1024,1024,0,0,198.909,2.289,3.443,4.749
8,1000000,2,64,mixed,1024,1024,0,0,198.498,2.297,3.518,6.071
9,1000000,2,64,mixed,1024,1024,0,0,211.359,2.341,3.563,9.786
10,1000000,2,64,mixed,1024,1024,0,0,200.083,2.168,3.304,5.450
1,1000000,2,128,mixed,1024,1024,0,0,187.676,2.026,3.196,4.936
2,1000000,2,128,mixed,1024,1024,0,0,202.157,2.331,3.631,5.945
3,1000000,2,128,mixed,1024,1024,0,0,203.245,2.310,3.534,6.600
4,1000000,2,128,mixed,1024,1024,0,0,197.841,2.318,3.673,6.351
5,1000000,2,128,mixed,1024,1024,0,0,204.565,2.338,3.438,4.872
6,1000000,2,128,mixed,1024,1024,0,0,217.963,2.472,4.349,20.360
7,1000000,2,128,mixed,1024,1024,0,0,199.464,2.257,3.891,6.725
8,1000000,2,128,mixed,1024,1024,0,0,246.898,3.225,7.943,13.067
9,1000000,2,128,mixed,1024,1024,0,0,307.877,3.552,7.802,34.532
10,1000000,2,128,mixed,1024,1024,0,0,203.547,2.412,4.085,6.107
1,1000000,2,256,mixed,1024,1024,0,0,205.089,2.516,3.853,6.481
2,1000000,2,256,mixed,1024,1024,0,0,207.508,4.267,16.340,24.532
3,1000000,2,256,mixed,1024,1024,0,0,180.391,2.038,3.117,4.995
4,1000000,2,256,mixed,1024,1024,0,0,198.428,2.336,3.571,5.912
5,1000000,2,256,mixed,1024,1024,0,0,197.754,2.234,3.360,5.581
6,1000000,2,256,mixed,1024,1024,0,0,207.302,2.492,4.515,13.287
7,1000000,2,256,mixed,1024,1024,0,0,195.052,2.240,3.412,5.428
8,1000000,2,256,mixed,1024,1024,0,0,200.573,3.470,12.190,18.430
9,1000000,2,256,mixed,1024,1024,0,0,217.523,2.514,3.919,12.577
10,1000000,2,256,mixed,1024,1024,0,0,221.556,2.527,4.205,11.040
1,1000000,2,512,mixed,1024,1024,0,0,194.669,2.334,3.635,5.720
2,1000000,2,512,mixed,1024,1024,0,0,200.573,2.420,3.667,5.241
3,1000000,2,512,mixed,1024,1024,0,0,205.141,2.428,3.741,14.612
4,1000000,2,512,mixed,1024,1024,0,0,194.936,2.340,3.780,6.391
5,1000000,2,512,mixed,1024,1024,0,0,197.807,3.667,12.029,18.591
6,1000000,2,512,mixed,1024,1024,0,0,202.633,2.318,3.741,7.477
7,1000000,2,512,mixed,1024,1024,0,0,196.509,3.210,10.817,18.274
8,1000000,2,512,mixed,1024,1024,0,0,210.308,2.331,3.616,6.727
9,1000000,2,512,mixed,1024,1024,0,0,231.138,2.696,4.606,15.888
10,1000000,2,512,mixed,1024,1024,0,0,201.962,2.329,3.750,6.132
